,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0,0.0,0.0101,0.0204,0.0309,0.0416,0.052500000000000005,0.0636,0.07490000000000001,0.0864,0.09809999999999999,0.11000000000000001,0.1221,0.1344,0.1469,0.15960000000000002,0.1725,0.18560000000000001,0.19890000000000002,0.21239999999999998,0.2261,0.24000000000000002,0.2541,0.26839999999999997,0.28290000000000004,0.2976,0.3125,0.3276,0.34290000000000004,0.35840000000000005,0.3741,0.39,0.4061,0.4224,0.4389,0.45560000000000006,0.47250000000000003,0.4896,0.5069,0.5244,0.5421,0.56,0.5781000000000001,0.5963999999999999,0.6149,0.6335999999999999,0.6525000000000001,0.6716,0.6909000000000001,0.7103999999999999,0.7301,0.75,0.7701,0.7904,0.8109000000000001,0.8316000000000001,0.8525,0.8736000000000002,0.8949000000000001,0.9163999999999999,0.9380999999999999,0.96,0.9821,1.0044,1.0269,1.0496,1.0725,1.0956000000000001,1.1189,1.1424,1.1661000000000001,1.1900000000000002,1.2141,1.2384,1.2629,1.2875999999999999,1.3125,1.3376000000000001,1.3629,1.3884,1.4141000000000001,1.4400000000000002,1.4661000000000002,1.4924000000000002,1.5189000000000001,1.5455999999999999,1.5724999999999998,1.5996,1.6269,1.6543999999999999,1.6821000000000002,1.71,1.7381000000000002,1.7664,1.7949000000000002,1.8236000000000003,1.8525,1.8816,1.9108999999999998,1.9404,1.9701,2.0
1,0.0001,0.01,0.020300000000000002,0.0308,0.041499999999999995,0.0524,0.0635,0.0748,0.0863,0.09799999999999999,0.10990000000000001,0.122,0.1343,0.1468,0.15950000000000003,0.1724,0.18550000000000003,0.19880000000000003,0.2123,0.226,0.23990000000000003,0.254,0.2683,0.28280000000000005,0.2975,0.3124,0.3275,0.34280000000000005,0.35830000000000006,0.374,0.3899,0.406,0.4223,0.4388,0.45550000000000007,0.47240000000000004,0.4895,0.5068,0.5243,0.542,0.5599000000000001,0.5780000000000001,0.5962999999999999,0.6148,0.6335,0.6524000000000001,0.6715,0.6908000000000001,0.7102999999999999,0.73,0.7499,0.77,0.7903,0.8108000000000001,0.8315000000000001,0.8524,0.8735000000000002,0.8948000000000002,0.9162999999999999,0.938,0.9599,0.982,1.0043,1.0268,1.0495,1.0724,1.0955000000000001,1.1188,1.1423,1.1660000000000001,1.1899000000000002,1.214,1.2383,1.2628,1.2874999999999999,1.3124,1.3375000000000001,1.3628,1.3883,1.4140000000000001,1.4399000000000002,1.4660000000000002,1.4923000000000002,1.5188000000000001,1.5454999999999999,1.5723999999999998,1.5995,1.6268,1.6542999999999999,1.6820000000000002,1.7099,1.7380000000000002,1.7663,1.7948000000000002,1.8235000000000003,1.8524,1.8815,1.9107999999999998,1.9403,1.97,2.0000999999999998
2,0.0004,0.010300000000000002,0.0204,0.030899999999999993,0.041600000000000005,0.05249999999999999,0.0636,0.0749,0.08639999999999999,0.09810000000000002,0.10999999999999997,0.1221,0.13440000000000002,0.14690000000000003,0.1596,0.17250000000000007,0.18560000000000001,0.1989,0.21240000000000006,0.22610000000000002,0.24000000000000002,0.2541,0.2684000000000001,0.28289999999999993,0.2976000000000001,0.3125,0.32760000000000006,0.34290000000000004,0.3584,0.3741000000000001,0.39,0.4061,0.42240000000000005,0.43890000000000007,0.4556,0.47250000000000003,0.4896000000000001,0.5069,0.5244000000000001,0.5421,0.56,0.5781,0.5964000000000002,0.6148999999999999,0.6336000000000002,0.6524999999999999,0.6716000000000002,0.6908999999999998,0.7104000000000001,0.7301,0.75,0.7701,0.7904000000000001,0.8109000000000001,0.8316,0.8525000000000003,0.8736,0.8948999999999999,0.9164000000000002,0.9380999999999999,0.96,0.9821,1.0044,1.0269000000000001,1.0495999999999999,1.0725000000000002,1.0956,1.1189000000000002,1.1424,1.1661000000000001,1.19,1.2141000000000002,1.2384,1.2629,1.2876,1.3125,1.3376,1.3629000000000002,1.3884,1.4141000000000001,1.4400000000000002,1.4661000000000002,1.4924000000000002,1.5189,1.5456,1.5725,1.5996,1.6268999999999998,1.6544000000000003,1.6820999999999997,1.7100000000000004,1.7380999999999998,1.7664000000000004,1.7949000000000002,1.8235999999999999,1.8525000000000003,1.8816,1.9109,1.9404,1.9702999999999997,2.0004
3,0.0009,0.010800000000000002,0.020899999999999995,0.031200000000000006,0.04189999999999999,0.0528,0.06389999999999998,0.07519999999999999,0.08670000000000001,0.09839999999999997,0.11030000000000001,0.12239999999999998,0.13470000000000001,0.1472,0.15990000000000007,0.1728,0.18590000000000004,0.19920000000000004,0.21270000000000003,0.22640000000000007,0.24029999999999999,0.25440000000000007,0.26869999999999994,0.2832000000000001,0.29789999999999994,0.31280000000000013,0.3279,0.3432,0.3587000000000001,0.3744,0.3903000000000001,0.40640000000000004,0.4227000000000001,0.43920000000000003,0.4559,0.47280000000000005,0.48990000000000006,0.5072000000000001,0.5247,0.5424000000000001,0.5602999999999999,0.5784000000000001,0.5966999999999999,0.6152000000000003,0.6338999999999998,0.6528000000000003,0.6718999999999997,0.6912000000000003,0.7106999999999999,0.7304000000000002,0.7503,0.7704000000000001,0.7907000000000001,0.8112,0.8319000000000002,0.8528,0.8739,0.8952000000000001,0.9167,0.9384000000000002,0.9602999999999999,0.9823999999999999,1.0047000000000001,1.0272,1.0499000000000003,1.0727999999999998,1.0959000000000003,1.1192,1.1427000000000003,1.1663999999999999,1.1903000000000001,1.2144,1.2387000000000001,1.2632,1.2879,1.3128,1.3379,1.3632,1.3887000000000003,1.4144,1.4403000000000001,1.4664000000000001,1.4927,1.5192,1.5459,1.5728000000000002,1.5998999999999999,1.6272000000000002,1.6546999999999996,1.6824000000000006,1.7102999999999995,1.7384000000000006,1.7667,1.7952000000000001,1.8239,1.8527999999999998,1.8819000000000004,1.9112,1.9408999999999998,1.9707999999999999,2.0008999999999997
4,0.0016,0.011499999999999995,0.021600000000000008,0.03189999999999999,0.0424,0.053299999999999986,0.06439999999999999,0.0757,0.08719999999999997,0.0989,0.11079999999999998,0.12290000000000002,0.13519999999999996,0.14770000000000005,0.16040000000000001,0.17330000000000004,0.18640000000000004,0.19970000000000007,0.21320000000000006,0.2269,0.24080000000000015,0.2548999999999999,0.2692000000000001,0.28369999999999995,0.29840000000000017,0.31329999999999997,0.3284000000000001,0.34370000000000006,0.3592,0.37490000000000007,0.39080000000000004,0.40690000000000015,0.4232,0.43970000000000004,0.4564000000000001,0.47330000000000005,0.4904,0.5077,0.5252000000000001,0.5428999999999999,0.5608000000000002,0.5788999999999999,0.5972000000000003,0.6156999999999998,0.6344000000000004,0.6532999999999997,0.6724000000000003,0.6916999999999998,0.7112000000000003,0.7308999999999999,0.7508000000000002,0.7709,0.7912,0.8117000000000002,0.8324,0.8533,0.8744000000000001,0.8957,0.9172000000000001,0.9389,0.9608000000000002,0.9829000000000001,1.0051999999999999,1.0277000000000003,1.0503999999999998,1.0733000000000004,1.0963999999999998,1.1197000000000004,1.1431999999999998,1.1669000000000003,1.1907999999999999,1.2149,1.2392,1.2637000000000003,1.2884,1.3133000000000001,1.3384,1.3637000000000001,1.3892,1.4149000000000003,1.4408,1.4668999999999999,1.4932,1.5197,1.5464000000000002,1.5733,1.6004000000000005,1.6276999999999997,1.6552000000000004,1.6828999999999994,1.7108000000000008,1.7388999999999997,1.7672000000000003,1.7956999999999999,1.8244,1.8533000000000002,1.8823999999999999,1.9119000000000002,1.9416,1.9714999999999996,2.0016
5,0.0025000000000000005,0.012400000000000007,0.022499999999999992,0.0328,0.043299999999999984,0.05399999999999998,0.0651,0.07639999999999997,0.08789999999999999,0.09959999999999998,0.11150000000000002,0.12359999999999996,0.13590000000000005,0.14839999999999998,0.16110000000000002,0.17400000000000004,0.18710000000000007,0.20040000000000005,0.21390000000000003,0.22760000000000014,0.2414999999999999,0.25560000000000016,0.2698999999999999,0.28440000000000015,0.2991,0.3140000000000001,0.3291,0.3444000000000001,0.35990000000000005,0.37560000000000004,0.3915000000000001,0.4076,0.4239000000000001,0.44040000000000007,0.45710000000000006,0.47400000000000003,0.49110000000000004,0.5084,0.5258999999999999,0.5436000000000002,0.5614999999999999,0.5796000000000003,0.5978999999999998,0.6164000000000004,0.6350999999999997,0.6540000000000005,0.6730999999999997,0.6924000000000003,0.7118999999999998,0.7316000000000004,0.7515,0.7716000000000002,0.7919000000000002,0.8124,0.8331,0.8540000000000001,0.8751,0.8964000000000001,0.9179,0.9396000000000001,0.9615000000000001,0.9836000000000003,1.0059000000000002,1.0283999999999998,1.0511000000000004,1.0739999999999998,1.0971000000000004,1.1203999999999996,1.1439000000000004,1.1675999999999997,1.1915000000000002,1.2156,1.2399000000000002,1.2644,1.2891000000000004,1.314,1.3391000000000002,1.3644,1.3899000000000001,1.4156,1.4415,1.4676,1.4939,1.5204000000000002,1.5471,1.5740000000000005,1.6010999999999997,1.6284000000000007,1.6558999999999995,1.6836000000000007,1.7114999999999996,1.7396000000000005,1.7678999999999996,1.7964000000000002,1.8251,1.854,1.8833,1.9127999999999998,1.9425,1.9723999999999997,2.0025
6,0.0036,0.013499999999999996,0.023600000000000003,0.033899999999999986,0.04439999999999998,0.055099999999999996,0.06599999999999996,0.0773,0.08879999999999998,0.1005,0.11239999999999996,0.12450000000000004,0.13679999999999998,0.14930000000000002,0.162,0.17490000000000006,0.18800000000000006,0.20130000000000003,0.21480000000000013,0.22849999999999995,0.24240000000000014,0.25649999999999995,0.2708000000000002,0.28529999999999994,0.3000000000000001,0.3149,0.3300000000000001,0.3453,0.3608000000000001,0.3765000000000001,0.3924,0.4085000000000001,0.42480000000000007,0.44130000000000014,0.458,0.47490000000000004,0.49200000000000005,0.5093,0.5268,0.5444999999999999,0.5624000000000003,0.5804999999999998,0.5988000000000004,0.6172999999999996,0.6360000000000005,0.6548999999999997,0.6740000000000005,0.6932999999999997,0.7128000000000004,0.7324999999999998,0.7524000000000003,0.7725000000000001,0.7928000000000002,0.8132999999999999,0.8340000000000001,0.8549,0.8760000000000001,0.8973,0.9188000000000001,0.9405000000000002,0.9624000000000001,0.9845000000000002,1.0068000000000001,1.0293000000000003,1.0519999999999998,1.0749000000000004,1.0979999999999996,1.1213000000000004,1.1447999999999996,1.1685000000000003,1.1924,1.2165000000000004,1.2408,1.2653000000000003,1.29,1.3149000000000004,1.34,1.3653000000000002,1.3908,1.4164999999999999,1.4424,1.4685000000000001,1.4948000000000001,1.5212999999999999,1.5480000000000005,1.5748999999999997,1.6020000000000008,1.6292999999999995,1.656800000000001,1.6844999999999997,1.7124000000000004,1.7404999999999995,1.7688000000000004,1.7972999999999997,1.8260000000000003,1.8550999999999997,1.8844,1.9138999999999997,1.9435999999999996,1.9735000000000003,2.0036
7,0.004900000000000001,0.014799999999999995,0.02489999999999999,0.03519999999999998,0.0457,0.056399999999999964,0.06729999999999998,0.07839999999999997,0.08990000000000001,0.10159999999999995,0.11350000000000003,0.1256,0.13790000000000002,0.1504,0.16310000000000005,0.17600000000000002,0.18910000000000002,0.20240000000000014,0.21589999999999995,0.22960000000000014,0.24350000000000002,0.2576000000000002,0.2719,0.28640000000000015,0.3011,0.3160000000000001,0.3311,0.34640000000000015,0.36190000000000005,0.3776000000000001,0.39350000000000007,0.4096000000000001,0.4259000000000001,0.4424,0.4591000000000001,0.47600000000000003,0.4930999999999999,0.5104000000000001,0.5278999999999999,0.5456000000000002,0.5634999999999998,0.5816000000000004,0.5998999999999997,0.6184000000000005,0.6370999999999997,0.6560000000000005,0.6750999999999997,0.6944000000000006,0.7138999999999998,0.7336000000000004,0.7535,0.7736000000000003,0.7938999999999998,0.8144000000000002,0.8351,0.8560000000000001,0.8771,0.8984000000000001,0.9199000000000002,0.9416000000000001,0.9635000000000002,0.9856,1.0079000000000002,1.0304000000000002,1.0531000000000004,1.0759999999999996,1.0991000000000004,1.1223999999999996,1.1459000000000004,1.1695999999999998,1.1935000000000004,1.2175999999999998,1.2419000000000004,1.2664,1.2911000000000004,1.316,1.3411000000000004,1.3664,1.3919,1.4176,1.4435,1.4696,1.4959,1.5224000000000004,1.5490999999999997,1.5760000000000007,1.6030999999999995,1.630400000000001,1.6578999999999997,1.6856000000000007,1.7134999999999996,1.7416000000000003,1.7698999999999996,1.7984000000000004,1.8272999999999995,1.8564000000000003,1.8856999999999995,1.9151999999999998,1.9449,1.9747999999999999,2.0049
8,0.0064,0.0163,0.026399999999999972,0.0367,0.047199999999999964,0.05789999999999998,0.06879999999999997,0.0799,0.09119999999999995,0.10290000000000003,0.11479999999999997,0.1269,0.13920000000000002,0.15170000000000006,0.16440000000000002,0.1773,0.1904000000000001,0.20369999999999994,0.21720000000000014,0.23090000000000002,0.2448000000000002,0.2589000000000001,0.27320000000000016,0.2877,0.30240000000000017,0.31729999999999997,0.33240000000000014,0.34770000000000006,0.36320000000000013,0.3789,0.39480000000000015,0.4109000000000001,0.4272,0.4437000000000001,0.46040000000000003,0.4773,0.4944000000000001,0.5116999999999998,0.5292000000000002,0.5468999999999998,0.5648000000000003,0.5828999999999996,0.6012000000000005,0.6196999999999997,0.6384000000000005,0.6572999999999997,0.6764000000000006,0.6956999999999998,0.7152000000000005,0.7348999999999999,0.7548000000000004,0.7748999999999997,0.7952000000000004,0.8156999999999999,0.8364000000000003,0.8573,0.8784000000000001,0.8997000000000002,0.9212000000000001,0.9429000000000002,0.9648,0.9869000000000003,1.0092,1.0317000000000003,1.0544,1.0773000000000004,1.1003999999999996,1.1237000000000004,1.1471999999999998,1.1709000000000005,1.1947999999999996,1.2189000000000005,1.2431999999999999,1.2677000000000005,1.2924,1.3173000000000004,1.3424,1.3677000000000001,1.3932,1.4189,1.4448,1.4708999999999999,1.4972000000000003,1.5236999999999998,1.5504000000000007,1.5772999999999995,1.604400000000001,1.6316999999999997,1.6592000000000007,1.6868999999999996,1.7148000000000005,1.7428999999999997,1.7712000000000003,1.7998999999999994,1.8288000000000004,1.8578999999999992,1.8872,1.9166999999999998,1.9464000000000001,1.9763,2.0064
9,0.0081,0.017999999999999978,0.028100000000000007,0.038399999999999955,0.048899999999999985,0.05959999999999997,0.0705,0.08159999999999995,0.09290000000000002,0.10439999999999997,0.1163,0.1284,0.14070000000000005,0.15320000000000003,0.16590000000000002,0.1788000000000001,0.19189999999999993,0.2052000000000001,0.2187,0.23240000000000022,0.2463000000000001,0.2604000000000002,0.2747000000000001,0.2892000000000002,0.3039,0.3188000000000002,0.33390000000000003,0.3492000000000001,0.3647,0.3804000000000002,0.39630000000000004,0.4124000000000001,0.4287000000000001,0.44520000000000004,0.4619,0.4788000000000001,0.49589999999999984,0.5132000000000003,0.5306999999999997,0.5484000000000003,0.5662999999999997,0.5844000000000004,0.6026999999999997,0.6212000000000005,0.6398999999999997,0.6588000000000006,0.6778999999999997,0.6972000000000005,0.7166999999999999,0.7364000000000005,0.7562999999999996,0.7764000000000004,0.7966999999999997,0.8172000000000004,0.8378999999999999,0.8588000000000002,0.8799000000000001,0.9012000000000001,0.9227000000000002,0.9444,0.9663000000000003,0.9884,1.0107000000000004,1.0332,1.0559000000000003,1.0788,1.1019000000000003,1.1251999999999998,1.1487000000000005,1.1723999999999997,1.1963000000000006,1.2203999999999997,1.2447000000000006,1.2691999999999999,1.2939000000000005,1.3188,1.3439,1.3692,1.3947000000000003,1.4204,1.4463,1.4724000000000004,1.4986999999999997,1.5252000000000006,1.5518999999999996,1.5788000000000009,1.6058999999999997,1.6332000000000007,1.6606999999999996,1.6884000000000006,1.7162999999999997,1.7444000000000006,1.7728999999999995,1.8016000000000003,1.8304999999999991,1.8596000000000001,1.8888999999999996,1.9184000000000003,1.9480999999999997,1.9780000000000004,2.0080999999999998
