,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
0,0.0,0.0392156862745098,0.0784313725490196,0.11764705882352941,0.1568627450980392,0.19607843137254902,0.23529411764705882,0.27450980392156865,0.3137254901960784,0.3529411764705882,0.39215686274509803,0.43137254901960786,0.47058823529411764,0.5098039215686274,0.5490196078431373,0.5882352941176471,0.6274509803921569,0.6666666666666666,0.7058823529411764,0.7450980392156863,0.7843137254901961,0.8235294117647058,0.8627450980392157,0.9019607843137255,0.9411764705882353,0.9803921568627451,1.0196078431372548,1.0588235294117647,1.0980392156862746,1.1372549019607843,1.1764705882352942,1.2156862745098038,1.2549019607843137,1.2941176470588236,1.3333333333333333,1.3725490196078431,1.4117647058823528,1.4509803921568627,1.4901960784313726,1.5294117647058822,1.5686274509803921,1.607843137254902,1.6470588235294117,1.6862745098039216,1.7254901960784315,1.7647058823529411,1.803921568627451,1.8431372549019607,1.8823529411764706,1.9215686274509804,1.9607843137254901,2.0
1,0.03,0.06921568809219819,0.10843137625428059,0.14764706455881826,0.18686275308385916,0.2260784419159289,0.26529413115335737,0.3045098209100592,0.34372551131991314,0.38294120254190994,0.42215689476626445,0.46137258822172866,0.5005882831843871,0.5398039799882709,0.5790196790382002,0.6182353808253482,0.6574510859461257,0.6966667951251102,0.7358825092429047,0.7750982293699927,0.8143139568078962,0.8535296931392138,0.8927454402884673,0.9319612005960926,0.9711769769084225,1.0103927726871187,1.049608592142261,1.0888244403942127,1.1280403236704801,1.1672562495451406,1.2064722272300417,1.2456882679289663,1.2849043852683817,1.324120595821333,1.363336919744623,1.4025533815537758,1.441770011065579,1.4809868445444418,1.5202039260966451,1.559421309366083,1.5986390595966973,1.637857256140895,1.6770759955103909,1.7162953950867679,1.7555155976344192,1.7947367767893752,1.8339591437350438,1.8731829553215267,1.9124085239406725,1.9516362295365273,1.990866534212949,2.0301
2,0.06,0.09921581708318007,0.13843164359082477,0.17764748895925134,0.2168633626488346,0.2560792741569263,0.2952952330318701,0.33451124888852357,0.37372733142573744,0.4129434904462977,0.4521597358798971,0.49137607780978576,0.5305925265038444,0.5698090924509354,0.6090257864035228,0.6482426194277043,0.6874596029619834,0.7266767488863102,0.7658940696031704,0.8051115781327625,0.8443292882246253,0.8835472144884229,0.9227653725469925,0.9619837792151997,1.0012024527086323,1.0404214128866973,1.0796406815352615,1.1188602826945817,1.1580802430389132,1.1973005923148197,1.2365213638458328,1.2757425951116672,1.314964328410645,1.3541866116142336,1.3934094990225692,1.4326330523293547,1.4718573417034408,1.5110824469924302,1.5503084590505096,1.5895354811879538,1.6287636307328361,1.667993040685694,1.7072238614343234,1.7464562624773396,1.7856904340801076,1.8249265887531978,1.8641649623991867,1.9034058149152269,1.9426494299623962,1.9818961135132933,2.021146190660273,2.0604
3,0.09,0.12921608463131443,0.1684321975256407,0.20764836697467037,0.24686462132810125,0.2860809890242693,0.32529749862276675,0.36451417883976134,0.4037310585867785,0.44294816701376544,0.48216553355732455,0.5213831879950901,0.5606011605073119,0.5998194817468198,0.6390381829186614,0.6782572958708366,0.7174768531976925,0.7566968883576961,0.7959174358074566,0.8351385311540329,0.8743602113277252,0.9135825147776975,0.952805481692928,0.9920291542510964,1.0312535768981002,1.0704787966609233,1.1097048634965405,1.148931830679404,1.1881597552298007,1.2273886983849587,1.2666187261141586,1.3058499096782559,1.3450823262328546,1.3843160594728556,1.4235512003141502,1.4627878476057734,1.5020261088628084,1.5412661010066233,1.5805079510946374,1.6197517970166162,1.658997788128539,1.698246085788366,1.7374968637506902,1.7767503083695104,1.8160066185506667,1.8552660053884367,1.8945286914154829,1.933794909393221,1.9730649005729384,2.0123389123696738,2.051617195415268,2.0909
4,0.12,0.15921650563051357,0.19843306798150318,0.23764974382414,0.27686659003183195,0.3160836636334658,0.3553010218692189,0.39451872224983303,0.43373682262026964,0.4729553812287054,0.5121744568018621,0.551394108627715,0.5906143966466673,0.62983538155233,0.66905712490309,0.7082796892456957,0.7475031382521223,0.7867275368710035,0.8259529514949245,0.8651794501448545,0.9044071026729542,0.9436359809849129,0.9828661592828408,1.022097714329562,1.0613307257348987,1.100565276264208,1.1398014521690047,1.1790393435389663,1.2182790446739569,1.257520654473904,1.296764276843405,1.336010021106815,1.3752580024282628,1.4145083422295537,1.4537611685972434,1.4930166166683283,1.532274828981998,1.5715359557827966,1.6108001552583873,1.6500675936930091,1.6893384455157485,1.728612893221118,1.7678911271382864,1.8071733450249146,1.8464597514621877,1.885750557029612,1.9250459772418218,1.9643462312353566,2.003651540201427,2.0429621255712695,2.08227820697375,2.1216
5,0.15000000000000002,0.18921709551030774,0.2284342858380654,0.2676516658742253,0.30686933065762123,0.3460873754511028,0.3853058958203043,0.4245249877159317,0.4637447475604517,0.5029652723400692,0.5421866597028758,0.5814090080640479,0.6206324167189575,0.6598569859650405,0.6990828172332328,0.7383100132297378,0.7775386780888237,0.8167689175372657,0.85600083907093,0.8952345521438589,0.9344701683700356,0.9737078017377878,1.012947568836526,1.0521895890951947,1.091433985031444,1.130680882510094,1.1699304110089654,1.209182703889589,1.2484378986696656,1.2876961372934475,1.326957566395452,1.3662223375520846,1.4054906075148905,1.4447625384182536,1.4840382979534603,1.5233180595001694,1.5626020022055167,1.6018903110003688,1.6411831765416969,1.6804807950697138,1.719783368168381,1.759091102418223,1.7984042089311532,1.8377229027583015,1.8770474021636891,1.916377927759086,1.955714701498517,1.9950579455346313,2.034407880943463,2.073764726328797,2.113128696322262,2.1525
6,0.18,0.2192178674522561,0.2584358773720186,0.29765417231978053,0.3368728950427575,0.37609218857011684,0.415312196310434,0.4545330621520952,0.49375493056734243,0.5329779467206278,0.5722022565819078,0.6114280070454585,0.6506553460547365,0.6898844227337366,0.7291153875252114,0.7683483923360124,0.8075835906896932,0.8468211378863627,0.8860611911696168,0.9253039099001724,0.9645494557356151,1.0037979928154093,1.0430496879500433,1.0823047108128636,1.1215632341328057,1.1608254338858517,1.2000914894826387,1.2393615839492098,1.2786359040974513,1.3179146406812894,1.3571979885342602,1.396486146683604,1.4357793184355916,1.4750777114263989,1.5143815376324998,1.5536910133342847,1.5930063590264516,1.632327799268682,1.671655562470237,1.710989880602407,1.7503309888332523,1.7896791250797996,1.8290345294738257,1.868397443738573,1.9077681104752036,1.9471467723594797,1.9865336712510486,2.025929047219747,2.0653331374954536,2.1047461753501535,2.144168388922874,2.1836
7,0.21000000000000002,0.24921883062850958,0.2884378607735158,0.3276572900580597,0.36687731831879306,0.40609814571407715,0.4453199728336114,0.484543000810058,0.5237674314330945,0.5629934672662792,0.6022213117670565,0.6414511694101604,0.6806832458145919,0.7199177478742532,0.7591548838922084,0.798394863718421,0.837637898890675,0.8768842027782289,0.916133990727583,0.9553874802095427,0.9946448909665596,1.0339064451591016,1.0731723675095681,1.1124428854420116,1.1517182292156605,1.190998632049968,1.230284330238634,1.2695755632497714,1.3088725738091147,1.348175607962923,1.3874849151169864,1.426800748047949,1.4661233628829937,1.505453019043832,1.544789979150885,1.5841345088835754,1.623486876792756,1.6628473540615085,1.7022162142108588,1.7415937327473734,1.7809801867501451,1.8203758543953337,1.8597810144171933,1.8991959455054095,1.9386209256395355,1.9780562313623717,2.0175021369952395,2.056958913799224,2.096426829087572,2.1359061452954964,2.175397119014604,2.2149
8,0.24,0.2792199895708517,0.318440244927717,0.35766103196985277,0.3968826168232599,0.4361052659546889,0.4753292462863776,0.5145548253117176,0.5537822712120039,0.593011852974373,0.6322438405109688,0.6714785047793059,0.7107161179037115,0.7499569532976356,0.7892012857865062,0.8284493917306941,0.8677015491480179,0.9069580378350802,0.9462191394865792,0.985485137811577,1.0247563186455406,1.0640329700567996,1.1033153824458848,1.1426038486360344,1.181898663952976,1.2212001262919174,1.2605085361695154,1.2998241967584354,1.3391474139019794,1.3784784961061474,1.417817754506407,1.4571655028063943,1.4965220571857554,1.535887736174363,1.5752628604902297,1.6146477528385657,1.6540427376696323,1.693448140893287,1.7328642895484472,1.7722915114260736,1.8117301346447303,1.8511804871782844,1.8906428963358601,1.93011768819478,1.9696051869878617,2.0091057144471027,2.048619589106451,2.088147125567035,2.127688633728841,2.1672444179934325,2.2068147764428145,2.2464
9,0.27,0.30922134438618754,0.3484430298783102,0.3876653976957045,0.4268887892845156,0.46611354643110675,0.505340011375449,0.5445685269244385,0.58379943656505,0.6230330845771922,0.662269816146064,0.7015099774737538,0.7407539158897446,0.7800019799599025,0.8192545195934378,0.8585118861472273,0.8977744325267821,0.9370425132830298,0.9763164847039715,1.0155967049001462,1.0548835338827212,1.0941773336329017,1.1334784681612358,1.1727873035552747,1.2121042080139435,1.2514295518668728,1.2907637075768634,1.3301070497235752,1.3694599549664908,1.4088228019851599,1.448195971394742,1.4875798456348686,1.5269748088299135,1.5663812466188425,1.6057995459529346,1.6452300948598304,1.6846732821725638,1.7241294972224637,1.7635991294950994,1.8030825682487468,1.8425802020952002,1.882092418543138,1.9216196035046351,1.9611621407658526,2.0007204114233503,2.0402947932879063,2.07988566025816,2.1194933816667993,2.1591183216024064,2.198760838210428,2.2384212829770482,2.2781000000000002
