,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,0.0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4,0.42,0.44,0.46,0.48,0.5,0.52,0.54,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7000000000000001,0.72,0.74,0.76,0.78,0.8,0.8200000000000001,0.84,0.86,0.88,0.9,0.92,0.9400000000000001,0.96,0.98,1.0
1,1.0004441719502211e-15,0.020400003200000197,0.04080001280000003,0.061200028799999986,0.08160005119999997,0.10200007999999998,0.12240011519999996,0.1428001568,0.1632002048,0.18360025919999998,0.20400031999999998,0.2244003871999999,0.2448004607999999,0.26520054079999994,0.28560062719999996,0.3060007199999999,0.32640081919999986,0.34680092479999974,0.36720103679999966,0.38760115519999966,0.40800127999999974,0.4284014111999997,0.4488015487999997,0.4692016927999997,0.4896018431999996,0.5100019999999997,0.5304021631999996,0.5508023327999998,0.5712025087999999,0.5916026911999998,0.6120028799999996,0.6324030751999996,0.6528032767999995,0.6732034847999997,0.6936036992,0.7140039199999997,0.7344041471999997,0.7548043807999996,0.7752046207999995,0.7956048671999991,0.8160051199999993,0.8364053791999995,0.8568056447999994,0.8772059167999997,0.8976061951999998,0.9180064799999998,0.9384067712000002,0.9588070688000001,0.9792073727999999,0.9996076832,1.020008
2,-1.3790856505057958e-15,0.020800025599999758,0.04160010239999993,0.06240023039999994,0.08320040959999993,0.10400063999999996,0.1248009215999999,0.14560125439999994,0.1664016384,0.18720207359999996,0.20800255999999995,0.22880309759999987,0.24960368639999989,0.2704043263999999,0.29120501759999984,0.3120057599999998,0.33280655359999967,0.35360739839999955,0.37440829439999945,0.3952092415999994,0.4160102399999995,0.4368112895999995,0.45761239039999957,0.4784135423999995,0.4992147455999995,0.5200159999999995,0.5408173055999996,0.5616186623999997,0.5824200703999997,0.6032215295999996,0.6240230399999998,0.6448246015999997,0.6656262143999995,0.6864278783999996,0.7072295935999996,0.7280313599999996,0.7488331775999998,0.7696350463999996,0.7904369663999993,0.8112389375999993,0.8320409599999988,0.852843033599999,0.8736451583999995,0.8944473343999997,0.9152495616000001,0.9360518400000004,0.9568541696000002,0.9776565504,0.9984589823999999,1.0192614655999999,1.040064
3,1.8361666751621955e-15,0.021200086400000283,0.04240034560000001,0.06360077759999994,0.0848013823999999,0.10600215999999993,0.12720311039999987,0.1484042335999999,0.16960552959999997,0.19080699839999998,0.2120086399999998,0.2332104543999998,0.25441244159999976,0.2756146015999997,0.29681693439999984,0.3180194399999998,0.3392221183999996,0.3604249695999995,0.3816279935999995,0.40283119039999954,0.42403455999999934,0.4452381023999993,0.4664418175999994,0.4876457055999996,0.5088497663999992,0.5300539999999991,0.5512584063999993,0.5724629855999996,0.5936677375999997,0.6148726623999998,0.6360777599999997,0.6572830303999995,0.6784884735999993,0.6996940895999996,0.7208998783999994,0.7421058399999996,0.7633119743999998,0.7845182815999996,0.8057247615999997,0.8269314143999994,0.8481382399999992,0.8693452383999993,0.8905524095999993,0.9117597535999997,0.9329672704,0.9541749600000007,0.9753828224000007,0.9965908576000003,1.0177990656000002,1.0390074464000003,1.060216
4,-2.7352992228348547e-15,0.02160020479999952,0.043200819199999865,0.06480184319999986,0.08640327679999985,0.10800511999999986,0.12960737279999984,0.1512100351999999,0.17281310719999987,0.19441658879999985,0.2160204799999998,0.2376247807999998,0.25922949119999966,0.2808346111999997,0.3024401407999997,0.32404607999999974,0.34565242879999974,0.3672591871999995,0.38886635519999946,0.4104739327999994,0.43208191999999945,0.4536903167999994,0.4752991231999997,0.49690833919999955,0.5185179647999993,0.5401279999999993,0.5617384447999993,0.5833492991999994,0.6049605631999996,0.6265722367999996,0.6481843199999998,0.6697968127999996,0.6914097151999994,0.7130230271999993,0.7346367487999992,0.7562508799999995,0.7778654207999999,0.7994803711999999,0.8210957311999995,0.8427115007999996,0.8643276799999993,0.8859442687999991,0.9075612671999997,0.9291786751999999,0.9507964928,0.9724147200000007,0.9940333568000012,1.0156524032000012,1.0372718592000012,1.058891724800001,1.0805120000000001
5,3.133772535956715e-15,0.022000400000000662,0.04400160000000008,0.0660035999999999,0.0880063999999998,0.11000999999999976,0.13201439999999975,0.15401959999999976,0.1760255999999998,0.19803239999999983,0.22003999999999982,0.24204839999999977,0.2640575999999997,0.28606759999999964,0.3080783999999997,0.3300899999999998,0.35210239999999976,0.37411559999999955,0.3961295999999995,0.4181443999999994,0.44015999999999955,0.46217639999999977,0.4841935999999997,0.5062115999999997,0.5282303999999997,0.5502499999999997,0.5722703999999996,0.5942915999999996,0.6163135999999999,0.6383363999999998,0.66036,0.6823844000000002,0.7044095999999997,0.7264355999999993,0.7484623999999991,0.7704899999999995,0.7925183999999997,0.8145476,0.8365775999999996,0.8586083999999998,0.8806399999999996,0.9026723999999995,0.9247055999999999,0.9467396,0.9687744000000005,0.9908100000000005,1.0128464000000013,1.0348836000000012,1.0569216000000008,1.0789604000000004,1.101
6,3.462922512282459e-16,0.022400691199999927,0.044802764799999874,0.06720622079999984,0.0896110591999998,0.11201727999999976,0.1344248831999997,0.15683386879999972,0.17924423679999976,0.20165598719999972,0.22406911999999973,0.24648363519999972,0.2688995327999997,0.2913168127999996,0.31373547519999967,0.3361555199999997,0.35857694719999966,0.3809997567999996,0.4034239487999995,0.42584952319999947,0.4482764799999996,0.4707048191999997,0.49313454079999974,0.5155656447999998,0.5379981311999997,0.5604319999999996,0.5828672511999997,0.6053038847999999,0.6277419008000001,0.6501812992,0.6726220800000001,0.6950642432000002,0.7175077888,0.7399527167999997,0.7623990271999993,0.7848467199999996,0.8072957951999995,0.8297462527999997,0.8521980927999997,0.8746513151999997,0.8971059199999994,0.9195619071999996,0.9420192768000002,0.9644780287999998,0.9869381632000007,1.0093996800000005,1.0318625792000007,1.0543268608000007,1.0767925248000005,1.0992595711999997,1.121728
7,-4.862919307970438e-15,0.022801097599998817,0.04560439039999958,0.06840987839999974,0.09121756159999977,0.11402743999999974,0.1368395135999997,0.15965378239999972,0.1824702463999997,0.20528890559999968,0.22810975999999972,0.2509328095999997,0.2737580543999997,0.29658549439999965,0.31941512959999974,0.34224695999999966,0.3650809855999999,0.38791720639999966,0.41075562239999946,0.43359623359999955,0.45643903999999963,0.47928404159999966,0.5021312383999997,0.5249806303999998,0.5478322175999997,0.5706859999999997,0.5935419775999997,0.6164001503999997,0.6392605183999999,0.6621230815999998,0.6849878399999997,0.7078547935999998,0.7307239423999997,0.7535952863999997,0.7764688255999997,0.7993445599999996,0.8222224895999996,0.8451026143999996,0.8679849343999996,0.8908694495999995,0.9137561599999997,0.9366450656,0.9595361664000006,0.9824294624000004,1.0053249536000008,1.0282226400000005,1.0511225216000006,1.0740245984000008,1.0969288704000009,1.1198353376,1.142744
8,4.948284729872292e-15,0.023201638400000623,0.046406553599999914,0.0696147455999998,0.09282621439999975,0.11604095999999965,0.1392589823999996,0.16248028159999958,0.18570485759999963,0.2089327103999996,0.2321638399999996,0.2553982463999996,0.2786359295999997,0.30187688959999964,0.3251211263999996,0.3483686399999996,0.37161943039999973,0.3948734975999996,0.4181308415999996,0.44139146239999955,0.4646553599999997,0.4879225343999998,0.5111929855999997,0.5344667135999996,0.5577437183999998,0.5810239999999999,0.6043075583999997,0.6275943935999998,0.6508845055999998,0.6741778943999995,0.6974745599999995,0.7207745023999999,0.7440777215999997,0.7673842175999996,0.7906939903999997,0.8140070399999996,0.8373233663999996,0.8606429695999999,0.8839658496000001,0.9072920063999997,0.9306214399999997,0.9539541504,0.9772901376,1.0006294016000001,1.0239719424000004,1.0473177600000008,1.0706668544000013,1.094019225600001,1.1173748736000007,1.1407337983999999,1.164096
9,-5.806461593300484e-15,0.023602332799998807,0.04720933119999958,0.07082099519999968,0.09443732479999967,0.11805831999999955,0.14168398079999947,0.16531430719999948,0.18894929919999953,0.21258895679999945,0.23623327999999943,0.2598822687999993,0.28353592319999943,0.30719424319999944,0.33085722879999946,0.35452487999999943,0.3781971967999997,0.4018741791999996,0.4255558271999996,0.4492421407999995,0.47293311999999954,0.4966287647999998,0.5203290751999998,0.5440340511999997,0.5677436927999999,0.5914579999999999,0.6151769727999998,0.6389006112,0.6626289152,0.6863618847999997,0.7100995199999995,0.7338418207999999,0.7575887871999998,0.7813404191999999,0.8050967167999997,0.8288576799999997,0.8526233087999999,0.8763936031999997,0.9001685632000003,0.9239481887999997,0.94773248,0.9715214368000002,0.9953150592000004,1.019113347200001,1.0429163008000006,1.066723920000001,1.0905362048000014,1.1143531552000012,1.1381747712000005,1.1620010528,1.185832
